name,url,type,first_color,last_image_url
Long studded cotton skirt,https://us.maje.com/en/p/long-studded-cotton-skirt/MFPJU01279_0130.html,skirt,Beige,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw4c9f0106/images/packshot/Maje_MFPJU01279-0130_F_P.jpg?sw=1520&sh=2000
Studded baggy trousers,https://us.maje.com/en/p/studded-baggy-trousers/MFPPA00649_0020.html,trousers,Khaki,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwf4d110a9/images/packshot/Maje_MFPPA00649-0020_F_P.jpg?sw=1520&sh=2000
Puff-sleeved top,https://us.maje.com/en/p/puff-sleeved-top/MFPTO01038_L017.html,top,White,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwbe1c9226/images/packshot/Maje_MFPTO01038-L017_F_P.jpg?sw=1520&sh=2000
Shirt dress with bardot neckline,https://us.maje.com/en/p/shirt-dress-with-bardot-neckline-/MFPRO03820_L017.html,neckline,White,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwbd38f1b0/images/packshot/Maje_MFPRO03820-L017_F_P.jpg?sw=1520&sh=2000
Patterned pleated dress,https://us.maje.com/en/p/patterned-pleated-dress/MFPRO03755_D045.html,dress,Blue,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw436682a1/images/packshot/Maje_MFPRO03755-D045_F_P.jpg?sw=1520&sh=2000
Illusion effect patterned dress,https://us.maje.com/en/p/illusion-effect-patterned-dress-/MFPRO03730_D044.html,dress,Navy,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw9468b020/images/packshot/Maje_MFPRO03730-D044_F_P.jpg?sw=1520&sh=2000
Satin-look patterned maxi dress,https://us.maje.com/en/p/satin-look-patterned-maxi-dress-/MFPRO03782_D044.html,dress,Navy,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw177f205c/images/packshot/Maje_MFPRO03782-D044_F_P.jpg?sw=1520&sh=2000
Satin-effect patterned short skirt,https://us.maje.com/en/p/satin-effect-patterned-short-skirt-/MFPJU01285_D044.html,skirt,Navy,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwf98c853a/images/packshot/Maje_MFPJU01285-D044_F_P.jpg?sw=1520&sh=2000
Satin-effect patterned shirt,https://us.maje.com/en/p/satin-effect-patterned-shirt/MFPCM00574_D044.html,shirt,Navy,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwdd1787ad/images/packshot/Maje_MFPCM00574-D044_F_P.jpg?sw=1520&sh=2000
Printed smocked crop top,https://us.maje.com/en/p/printed-smocked-crop-top/MFPTO01058_D044.html,top,Navy,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw8c050198/images/packshot/Maje_MFPTO01058-D044_F_P.jpg?sw=1520&sh=2000
Patterned maxi dress,https://us.maje.com/en/p/patterned-maxi-dress/MFPRO03751_D045.html,dress,Blue,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw27886f41/images/packshot/Maje_MFPRO03751-D045_F_P.jpg?sw=1520&sh=2000
Layered shorts,https://us.maje.com/en/p/layered-shorts/MFPSH00574_F047.html,shorts,Pink,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwa74370b5/images/packshot/Maje_MFPSH00574-F047_F_P.jpg?sw=1520&sh=2000
Crop top,https://us.maje.com/en/p/crop-top/MFPTO01042_F047.html,top,Pink,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw888f7678/images/packshot/Maje_MFPTO01042-F047_F_P.jpg?sw=1520&sh=2000
Short elasticated shirt dress,https://us.maje.com/en/p/short-elasticated-shirt-dress/MFPRO03715_2517.html,dress,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwb846212a/images/packshot/Maje_MFPRO03715-2517_F_P.jpg?sw=1520&sh=2000
Oversized poplin shirt,https://us.maje.com/en/p/oversized-poplin-shirt/MFPCM00572_10.html,shirt,White,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwc787f1a7/images/packshot/Maje_MFPCM00572-10_F_P.jpg?sw=1520&sh=2000
Shirt with removable tie,https://us.maje.com/en/p/shirt-with-removable-tie-/MFPCM00568_0201.html,tie,Blue,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw934700e2/images/packshot/Maje_MFPCM00568-0201_F_P.jpg?sw=1520&sh=2000
2-in-1 striped dress,https://us.maje.com/en/p/2-in-1-striped-dress/MFPRO03664_D041.html,dress,Blue,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw4952785e/images/packshot/Maje_MFPRO03664-D041_F_P.jpg?sw=1520&sh=2000
Striped and rhinestone maxi dress,https://us.maje.com/en/p/striped-and-rhinestone-maxi-dress-/MFPRO03747_L027.html,dress,Red,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw8b1880c3/images/packshot/Maje_MFPRO03747-L027_F_P.jpg?sw=1520&sh=2000
Beaded cropped shirt,https://us.maje.com/en/p/beaded-cropped-shirt/MFPCM00581_10.html,shirt,White,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwc247047c/images/packshot/Maje_MFPCM00581-10_F_P.jpg?sw=1520&sh=2000
Striped rhinestone shirt,https://us.maje.com/en/p/striped-rhinestone-shirt/MFPCM00587_L027.html,shirt,Red,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwb0a7f0a2/images/packshot/Maje_MFPCM00587-L027_F_P.jpg?sw=1520&sh=2000
Long skirt with contrast waistband,https://us.maje.com/en/p/long-skirt-with-contrast-waistband-/MFPJU01291_2517.html,skirt,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw7c921f0b/images/packshot/Maje_MFPJU01291-2517_F_P.jpg?sw=1520&sh=2000
Striped patchwork shirt,https://us.maje.com/en/p/striped-patchwork-shirt-/MFPCM00583_D041.html,shirt,Blue,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw7cf0f7ae/images/packshot/Maje_MFPCM00583-D041_F_P.jpg?sw=1520&sh=2000
Short cotton dress,https://us.maje.com/en/p/short-cotton-dress-/MFPRO03657_10.html,dress,White,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw86aa36fb/images/packshot/Maje_MFPRO03657-10_F_P.jpg?sw=1520&sh=2000
Striped rhinestone short dress,https://us.maje.com/en/p/striped-rhinestone-short-dress/MFPRO03726_L027.html,dress,Red,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw3a606614/images/packshot/Maje_MFPRO03726-L027_F_P.jpg?sw=1520&sh=2000
Long trench coat,https://us.maje.com/en/p/long-trench-coat/MFPOU01207_G017.html,coat,Beige,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwf3ccfe61/images/packshot/Maje_MFPOU01207-G017_F_P.jpg?sw=1520&sh=2000
Short studded trench coat,https://us.maje.com/en/p/short-studded-trench-coat/MFPOU01256_0130.html,coat,Beige,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwf8892ee9/images/packshot/Maje_MFPOU01256-0130_F_P.jpg?sw=1520&sh=2000
Studded elastic waist trench coat,https://us.maje.com/en/p/studded-elastic-waist-trench-coat/MFPOU01206_0130.html,coat,Beige,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwb0d81af9/images/packshot/Maje_MFPOU01206-0130_F_P.jpg?sw=1520&sh=2000
Short tartan print skirt,https://us.maje.com/en/p/short-tartan-print-skirt/MFPSH00600_C016.html,skirt,Red tartan,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw09317125/images/packshot/Maje_MFPSH00600-C016_F_P.jpg?sw=1520&sh=2000
Striped suit jacket,https://us.maje.com/en/p/striped-suit-jacket/MFPVE00559_D043.html,jacket,Navy,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw27ce381e/images/packshot/Maje_MFPVE00559-D043_F_P.jpg?sw=1520&sh=2000
Wide-leg trousers with tweed braces,https://us.maje.com/en/p/wide-leg-trousers-with-tweed-braces/MFPPA00680_2517.html,braces,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw61e783cd/images/packshot/Maje_MFPPA00680-2517_F_P.jpg?sw=1520&sh=2000
Striped Bermuda shorts,https://us.maje.com/en/p/striped-bermuda-shorts-/MFPSH00572_D043.html,shorts,Navy,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwee4c1199/images/packshot/Maje_MFPSH00572-D043_F_P.jpg?sw=1520&sh=2000
Striped trousers,https://us.maje.com/en/p/striped-trousers-/MFPPA00637_D043.html,trousers,Navy,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwa7d89ecb/images/packshot/Maje_MFPPA00637-D043_F_P.jpg?sw=1520&sh=2000
Sleeveless suit jacket,https://us.maje.com/en/p/sleeveless-suit-jacket-/MFPVE00562_2517.html,jacket,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw10493084/images/packshot/Maje_MFPVE00562-2517_F_P.jpg?sw=1520&sh=2000
Sequinned skort,https://us.maje.com/en/p/sequinned-skort/MFPSH00606_2517.html,skort,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw7d0d36ca/images/packshot/Maje_MFPSH00606-2517_F_P.jpg?sw=1520&sh=2000
Wide-leg suit trousers with pleats,https://us.maje.com/en/p/wide-leg-suit-trousers-with-pleats-/MFPPA00638_0201.html,pleats,Blue,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw4dc64971/images/packshot/Maje_MFPPA00638-0201_F_P.jpg?sw=1520&sh=2000
Suit jacket,https://us.maje.com/en/p/suit-jacket/MFPVE00563_0201.html,jacket,Blue,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw136c3b41/images/packshot/Maje_MFPVE00563-0201_F_P.jpg?sw=1520&sh=2000
Straight-leg suit trousers,https://us.maje.com/en/p/straight-leg-suit-trousers/MFPPA00654_0020.html,trousers,Khaki,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw9ddc1e54/images/packshot/Maje_MFPPA00654-0020_F_P.jpg?sw=1520&sh=2000
Belted suit jacket,https://us.maje.com/en/p/belted-suit-jacket/MFPVE00614_G005.html,jacket,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw451cbd82/images/packshot/Maje_MFPVE00614-G005_F_P.jpg?sw=1520&sh=2000
Striped layered effect shorts,https://us.maje.com/en/p/striped-layered-effect-shorts-/MFPSH00570_D043.html,shorts,Navy,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw0884a5d0/images/packshot/Maje_MFPSH00570-D043_F_P.jpg?sw=1520&sh=2000
Rhinestone layered skort,https://us.maje.com/en/p/rhinestone-layered-skort/MFPSH00579_B050.html,skort,Gray,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw0753af3e/images/packshot/Maje_MFPSH00579-B050_F_P.jpg?sw=1520&sh=2000
Suit jacket with brooch,https://us.maje.com/en/p/suit-jacket-with-brooch/MFPVE00635_2517.html,jacket,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw7d6e7c01/images/packshot/Maje_MFPVE00635-2517_F_P.jpg?sw=1520&sh=2000
Wide-leg suit trousers,https://us.maje.com/en/p/wide-leg-suit-trousers/MFPPA00683_2517.html,trousers,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw177c6736/images/packshot/Maje_MFPPA00683-2517_F_P.jpg?sw=1520&sh=2000
Slim-fit suit jacket,https://us.maje.com/en/p/slim-fit-suit-jacket/MFPVE00592_0020.html,jacket,Khaki,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw3e1c4ab5/images/packshot/Maje_MFPVE00592-0020_F_P.jpg?sw=1520&sh=2000
Wide-leg suit trousers,https://us.maje.com/en/p/wide-leg-suit-trousers/MFPPA00663_G005.html,trousers,Brown,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwb2be8885/images/packshot/Maje_MFPPA00663-G005_F_P.jpg?sw=1520&sh=2000
Rhinestone suit trousers,https://us.maje.com/en/p/rhinestone-suit-trousers/MFPPA00640_B050.html,trousers,Gray,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwb5f6730b/images/packshot/Maje_MFPPA00640-B050_F_P.jpg?sw=1520&sh=2000
Short tweed jacket,https://us.maje.com/en/p/short-tweed-jacket/MFPVE00634_2517.html,jacket,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw41318eb8/images/packshot/Maje_MFPVE00634-2517_F_P.jpg?sw=1520&sh=2000
Rhinestone suit jacket,https://us.maje.com/en/p/rhinestone-suit-jacket/MFPVE00578_B050.html,jacket,Gray,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw94e609e6/images/packshot/Maje_MFPVE00578-B050_F_P.jpg?sw=1520&sh=2000
Rhinestone jacket,https://us.maje.com/en/p/rhinestone-jacket/MFPVE00579_B050.html,jacket,Gray,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw7f12cb79/images/packshot/Maje_MFPVE00579-B050_F_P.jpg?sw=1520&sh=2000
Padded jacket,https://us.maje.com/en/p/padded-jacket/MFPOU01273_2517.html,jacket,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw93e7d804/images/packshot/Maje_MFPOU01273-2517_F_P.jpg?sw=1520&sh=2000
Contrast quilted puffer jacket,https://us.maje.com/en/p/contrast-quilted-puffer-jacket/MFPOU01265_0020.html,jacket,Khaki,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw1d85f67f/images/packshot/Maje_MFPOU01265-0020_F_P.jpg?sw=1520&sh=2000
Silver hooded jacket,https://us.maje.com/en/p/silver-hooded-jacket/MFPOU01303_0500.html,jacket,Silver,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw3daedfb8/images/packshot/Maje_MFPOU01303-0500_F_P.jpg?sw=1520&sh=2000
Belted short wool coat,https://us.maje.com/en/p/belted-short-wool-coat/MFPOU01215_0103.html,coat,Navy,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw3d420291/images/packshot/Maje_MFPOU01215-0103_F_P.jpg?sw=1520&sh=2000
Double-faced mid-length coat,https://us.maje.com/en/p/double-faced-mid-length-coat/MFPOU01236_0101.html,coat,Ecru,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw46f9eabb/images/packshot/Maje_MFPOU01236-0101_F_P.jpg?sw=1520&sh=2000
Double-faced short jacket,https://us.maje.com/en/p/double-faced-short-jacket/MFPVE00624_0103.html,jacket,Navy,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw43698255/images/packshot/Maje_MFPVE00624-0103_F_P.jpg?sw=1520&sh=2000
Double-sided jacket,https://us.maje.com/en/p/double-sided-jacket/MFPVE00593_0067.html,jacket,Camel,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw17df37c3/images/packshot/Maje_MFPVE00593-0067_F_P.jpg?sw=1520&sh=2000
Double-faced mid-length coat,https://us.maje.com/en/p/double-faced-mid-length-coat/MFPOU01301_2517.html,coat,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwd08746b3/images/packshot/Maje_MFPOU01301-2517_F_P.jpg?sw=1520&sh=2000
Belted double-faced jacket,https://us.maje.com/en/p/belted-double-faced-jacket/MFPOU01285_0515.html,jacket,Ecru,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw81ea555a/images/packshot/Maje_MFPOU01285-0515_F_P.jpg?sw=1520&sh=2000
Two-tone double-faced coat,https://us.maje.com/en/p/two-tone-double-faced-coat/MFPOU01307_O001.html,coat,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwaf848c94/images/packshot/Maje_MFPOU01307-O001_F_P.jpg?sw=1520&sh=2000
Wool jacket,https://us.maje.com/en/p/wool-jacket/MFPBL00753_2517.html,jacket,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwf3a18bd8/images/packshot/Maje_MFPBL00753-2517_F_P.jpg?sw=1520&sh=2000
Wool coat with removable collar,https://us.maje.com/en/p/wool-coat-with-removable-collar/MFPOU01299_0101.html,collar,Ecru,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwc78d3f21/images/packshot/Maje_MFPOU01299-0101_F_P.jpg?sw=1520&sh=2000
Long double-faced coat with belt,https://us.maje.com/en/p/long-double-faced-coat-with-belt/MFPOU01271_0505.html,belt,Grey,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwe4db7a09/images/packshot/Maje_MFPOU01271-0505_F_P.jpg?sw=1520&sh=2000
Double-faced coat,https://us.maje.com/en/p/double-faced-coat/MFPOU01259_O013.html,coat,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw8ffc4660/images/packshot/Maje_MFPOU01259-O013_F_P.jpg?sw=1520&sh=2000
Double-faced coat,https://us.maje.com/en/p/double-faced-coat/MFPOU01259_0284.html,coat,Grey,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwdec54008/images/packshot/Maje_MFPOU01259-0284_F_P.jpg?sw=1520&sh=2000
Two-tone double-faced coat,https://us.maje.com/en/p/two-tone-double-faced-coat/MFPOU01307_1167.html,coat,Camel,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw6f048c3d/images/packshot/Maje_MFPOU01307-1167_F_P.jpg?sw=1520&sh=2000
Mid-length fleece coat,https://us.maje.com/en/p/mid-length-fleece-coat/MFPOU01229_P006.html,coat,Ecru Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw990e7c3c/images/packshot/Maje_MFPOU01229-P006_F_P.jpg?sw=1520&sh=2000
Short faux fur coat,https://us.maje.com/en/p/short-faux-fur-coat/MFPOU01219_0101.html,coat,Ecru,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw0ef9df73/images/packshot/Maje_MFPOU01219-0101_F_P.jpg?sw=1520&sh=2000
Faux fur coat,https://us.maje.com/en/p/faux-fur-coat/MFPOU01308_0067.html,coat,Camel,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw109897d9/images/packshot/Maje_MFPOU01308-0067_F_P.jpg?sw=1520&sh=2000
Silk tank top,https://us.maje.com/en/p/silk-tank-top-/MFPTO01035_0856.html,top,Pale Pink,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw265066f1/images/packshot/Maje_MFPTO01035-0856_F_P.jpg?sw=1520&sh=2000
Rhinestone mini dress,https://us.maje.com/en/p/rhinestone-mini-dress/MFPRO03856_2517.html,dress,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwbe4d2316/images/packshot/Maje_MFPRO03856-2517_F_P.jpg?sw=1520&sh=2000
Pleated floral motif short dress,https://us.maje.com/en/p/pleated-floral-motif-short-dress/MFPRO03886_0103.html,dress,Navy,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw01437314/images/packshot/Maje_MFPRO03886-0103_F_P.jpg?sw=1520&sh=2000
Short sequin dress,https://us.maje.com/en/p/short-sequin-dress/MFPRO03761_2517.html,dress,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwc844d68c/images/packshot/Maje_MFPRO03761-2517_F_P.jpg?sw=1520&sh=2000
Diamanté crop top,https://us.maje.com/en/p/diamante-crop-top/MFPTO01013_2517.html,top,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw91aef649/images/packshot/Maje_MFPTO01013-2517_F_P.jpg?sw=1520&sh=2000
Short skirt with rhinestones,https://us.maje.com/en/p/short-skirt-with-rhinestones/MFPJU01376_2517.html,skirt,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw3f5ddbe7/images/packshot/Maje_MFPJU01376-2517_F_P.jpg?sw=1520&sh=2000
Diamanté effect skort,https://us.maje.com/en/p/diamante-effect-skort/MFPJU01262_2517.html,skort,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwfe1ef9ae/images/packshot/Maje_MFPJU01262-2517_F_P.jpg?sw=1520&sh=2000
Sequin maxi dress,https://us.maje.com/en/p/sequin-maxi-dress/MFPRO03805_0500.html,dress,Silver,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw33183781/images/packshot/Maje_MFPRO03805-0500_F_P.jpg?sw=1520&sh=2000
Short velvet and sequinned dress,https://us.maje.com/en/p/short-velvet-and-sequinned-dress/MFPRO03901_2517.html,dress,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwc70ed306/images/packshot/Maje_MFPRO03901-2517_F_P.jpg?sw=1520&sh=2000
Rhinestone tank top,https://us.maje.com/en/p/rhinestone-tank-top/MFPTS00887_2517.html,top,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwafca8072/images/packshot/Maje_MFPTS00887-2517_F_P.jpg?sw=1520&sh=2000
Sequinned velvet top,https://us.maje.com/en/p/sequinned-velvet-top/MFPTO01082_2517.html,top,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw1339a9a6/images/packshot/Maje_MFPTO01082-2517_F_P.jpg?sw=1520&sh=2000
Long-sleeved sequinned top,https://us.maje.com/en/p/long-sleeved-sequinned-top-/MFPTO01080_0500.html,top,Silver,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw8ba7ba85/images/packshot/Maje_MFPTO01080-0500_F_P.jpg?sw=1520&sh=2000
Asymmetrical floral maxi dress,https://us.maje.com/en/p/asymmetrical-floral-maxi-dress/MFPRO03895_0103.html,dress,Navy,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwf46b1012/images/packshot/Maje_MFPRO03895-0103_F_P.jpg?sw=1520&sh=2000
Belted sequin shirt,https://us.maje.com/en/p/belted-sequin-shirt/MFPTO01092_2517.html,shirt,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwfd6e4006/images/packshot/Maje_MFPTO01092-2517_F_P.jpg?sw=1520&sh=2000
Sequinned velvet playsuit,https://us.maje.com/en/p/sequinned-velvet-playsuit/MFPCO00343_2517.html,playsuit,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwb8769c16/images/packshot/Maje_MFPCO00343-2517_F_P.jpg?sw=1520&sh=2000
Cardigan with rhinestone trim,https://us.maje.com/en/p/cardigan-with-rhinestone-trim/MFPCA00561_2517.html,cardigan,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwaf90bcfa/images/packshot/Maje_MFPCA00561-2517_F_P.jpg?sw=1520&sh=2000
Sequin maxi dress,https://us.maje.com/en/p/sequin-maxi-dress/MFPRO03919_2517.html,dress,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwbb476b30/images/packshot/Maje_MFPRO03919-2517_F_P.jpg?sw=1520&sh=2000
Smocked sequin top,https://us.maje.com/en/p/smocked-sequin-top/MFPTO01091_0500.html,top,Silver,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwb684d532/images/packshot/Maje_MFPTO01091-0500_F_P.jpg?sw=1520&sh=2000
Rhinestone playsuit dress,https://us.maje.com/en/p/rhinestone-playsuit-dress/MFPCO00336_2517.html,dress,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwf4cfd1a8/images/packshot/Maje_MFPCO00336-2517_F_P.jpg?sw=1520&sh=2000
Short ruffled sequinned dress,https://us.maje.com/en/p/short-ruffled-sequinned-dress/MFPRO03902_0500.html,dress,Silver,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw90921113/images/packshot/Maje_MFPRO03902-0500_F_P.jpg?sw=1520&sh=2000
Rhinestone maxi dress,https://us.maje.com/en/p/rhinestone-maxi-dress/MFPRO03735_2517.html,dress,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwd5d7f61d/images/packshot/Maje_MFPRO03735-2517_F_P.jpg?sw=1520&sh=2000
Short full rhinestone skirt,https://us.maje.com/en/p/short-full-rhinestone-skirt/MFPJU01367_2517.html,skirt,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwe817f4b8/images/packshot/Maje_MFPJU01367-2517_F_P.jpg?sw=1520&sh=2000
