name,url,type,first_color,last_image_url
Double waistband jeans,https://us.maje.com/en/p/double-waistband-jeans-/MFPJE00641_0201.html,jeans,Blue,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwa7028a9f/images/packshot/Maje_MFPJE00641-0201_F_P.jpg?sw=1520&sh=2000
Striped cardigan,https://us.maje.com/en/p/striped-cardigan-/MFPCA00521_0303.html,cardigan,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw5a0b3ff4/images/packshot/Maje_MFPCA00521-0303_F_P.jpg?sw=1520&sh=2000
Knit cardie with rhinestone Clover,https://us.maje.com/en/p/knit-cardie-with-rhinestone-clover/MFPCA00550_0101.html,clover,Ecru,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwea213943/images/packshot/Maje_MFPCA00550-0101_F_P.jpg?sw=1520&sh=2000
Short jacquard knit dress,https://us.maje.com/en/p/short-jacquard-knit-dress/MFPRO03918_B018.html,dress,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw71378af2/images/packshot/Maje_MFPRO03918-B018_F_P.jpg?sw=1520&sh=2000
Fancy knit cardigan,https://us.maje.com/en/p/fancy-knit-cardigan/MFPCA00508_O001.html,cardigan,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw39fa3a60/images/packshot/Maje_MFPCA00508-O001_F_P.jpg?sw=1520&sh=2000
2-in-1 velvet knit dress,https://us.maje.com/en/p/2-in-1-velvet-knit-dress/MFPRO03672_2523.html,dress,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw59de4333/images/packshot/Maje_MFPRO03672-2523_F_P.jpg?sw=1520&sh=2000
Longline cardigan,https://us.maje.com/en/p/longline-cardigan/MFPCA00532_0074.html,cardigan,Violet,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwe979e001/images/packshot/Maje_MFPCA00532-0074_F_P.jpg?sw=1520&sh=2000
Fancy knit top,https://us.maje.com/en/p/fancy-knit-top-/MFPPU00791_O001.html,top,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw03fb7d13/images/packshot/Maje_MFPPU00791-O001_F_P.jpg?sw=1520&sh=2000
Knit crop top,https://us.maje.com/en/p/knit-crop-top/MFPTO01078_2517.html,top,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw1ceab524/images/packshot/Maje_MFPTO01078-2517_F_P.jpg?sw=1520&sh=2000
Short striped knit skirt,https://us.maje.com/en/p/short-striped-knit-skirt/MFPJU01287_D009.html,skirt,Ecru,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw5d95e86b/images/packshot/Maje_MFPJU01287-D009_F_P.jpg?sw=1520&sh=2000
Sleeveless striped cardigan,https://us.maje.com/en/p/sleeveless-striped-cardigan/MFPCA00506_D009.html,cardigan,Ecru,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwce4e0707/images/packshot/Maje_MFPCA00506-D009_F_P.jpg?sw=1520&sh=2000
Knit 2-in-1 short dress,https://us.maje.com/en/p/knit-2-in-1-short-dress/MFPRO03818_0515.html,dress,Navy,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw64e3a48d/images/packshot/Maje_MFPRO03818-0515_F_P.jpg?sw=1520&sh=2000
Knit cardigan,https://us.maje.com/en/p/knit-cardigan/MFPCA00523_0101.html,cardigan,Ecru,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw91716dd7/images/packshot/Maje_MFPCA00523-0101_F_P.jpg?sw=1520&sh=2000
Cardigan with jewellery neck,https://us.maje.com/en/p/cardigan-with-jewellery-neck/MFPCA00575_0101.html,neck,Ecru,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw7bff73ef/images/packshot/Maje_MFPCA00575-0101_F_P.jpg?sw=1520&sh=2000
Knit maxi dress,https://us.maje.com/en/p/knit-maxi-dress/MFPRO03823_O001.html,dress,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw56ca6d27/images/packshot/Maje_MFPRO03823-O001_F_P.jpg?sw=1520&sh=2000
Wool-blend jumper,https://us.maje.com/en/p/wool-blend-jumper/MFPPU00820_0103.html,jumper,Navy,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw4e4004ab/images/packshot/Maje_MFPPU00820-0103_F_P.jpg?sw=1520&sh=2000
Jacquard jumper,https://us.maje.com/en/p/jacquard-jumper/MFPPU00871_0076.html,jumper,Pink,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw0b393b04/images/packshot/Maje_MFPPU00871-0076_F_P.jpg?sw=1520&sh=2000
Knit maxi dress,https://us.maje.com/en/p/knit-maxi-dress/MFPRO03834_2517.html,dress,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw8e89eeff/images/packshot/Maje_MFPRO03834-2517_F_P.jpg?sw=1520&sh=2000
Short knit dress,https://us.maje.com/en/p/short-knit-dress/MFPRO03709_10.html,dress,White,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw18637495/images/packshot/Maje_MFPRO03709-10_F_P.jpg?sw=1520&sh=2000
Wool and silk bodysuit,https://us.maje.com/en/p/wool-and-silk-bodysuit/MFPBD00020_2517.html,bodysuit,Red,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw8d8e9f37/images/packshot/Maje_MFPBD00020-2517_F_P.jpg?sw=1520&sh=2000
Ribbed wool jumper,https://us.maje.com/en/p/ribbed-wool-jumper/MFPPU00872_0130.html,jumper,Beige,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwcd4a40f3/images/packshot/Maje_MFPPU00872-0130_F_P.jpg?sw=1520&sh=2000
Short knit dress,https://us.maje.com/en/p/short-knit-dress/MFPRO03787_2517.html,dress,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwd2cfec40/images/packshot/Maje_MFPRO03787-2517_F_P.jpg?sw=1520&sh=2000
Sleeveless jacquard jumper,https://us.maje.com/en/p/sleeveless-jacquard-jumper/MFPPU00868_0076.html,jumper,Pink,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwf5e0cea0/images/packshot/Maje_MFPPU00868-0076_F_P.jpg?sw=1520&sh=2000
Wool-blend cardigan,https://us.maje.com/en/p/wool-blend-cardigan/MFPCA00541_0183.html,cardigan,Pink,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw241d91e9/images/packshot/Maje_MFPCA00541-0183_F_P.jpg?sw=1520&sh=2000
V-neck jumper,https://us.maje.com/en/p/v-neck-jumper/MFPPU00852_G005.html,jumper,Brown,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw27723395/images/packshot/Maje_MFPPU00852-G005_F_P.jpg?sw=1520&sh=2000
Cotton and silk ribbed top,https://us.maje.com/en/p/cotton-and-silk-ribbed-top/MFPPU00846_2507.html,top,Blue,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw02ce06d4/images/packshot/Maje_MFPPU00846-2507_F_P.jpg?sw=1520&sh=2000
Wool and silk bodysuit,https://us.maje.com/en/p/wool-and-silk-bodysuit/MFPBD00020_0515.html,bodysuit,Red,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw88a07496/images/packshot/Maje_MFPBD00020-0515_F_P.jpg?sw=1520&sh=2000
Short knit dress,https://us.maje.com/en/p/short-knit-dress-/MFPRO03828_2517.html,dress,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw487d4925/images/packshot/Maje_MFPRO03828-2517_F_P.jpg?sw=1520&sh=2000
Wool and silk jumper,https://us.maje.com/en/p/wool-and-silk-jumper/MFPPU00823_0505.html,jumper,Grey,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw573d2571/images/packshot/Maje_MFPPU00823-0505_F_P.jpg?sw=1520&sh=2000
Wool and silk jumper,https://us.maje.com/en/p/wool-and-silk-jumper/MFPPU00875_0101.html,jumper,Ecru,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwe8a8bac1/images/packshot/Maje_MFPPU00875-0101_F_P.jpg?sw=1520&sh=2000
Sleeveless wool jumper,https://us.maje.com/en/p/sleeveless-wool-jumper/MFPPU00870_0130.html,jumper,Beige,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw7b653588/images/packshot/Maje_MFPPU00870-0130_F_P.jpg?sw=1520&sh=2000
Pointelle knit polo shirt,https://us.maje.com/en/p/pointelle-knit-polo-shirt/MFPPU00797_2517.html,shirt,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw1d7120dd/images/packshot/Maje_MFPPU00797-2517_F_P.jpg?sw=1520&sh=2000
Short knit dress,https://us.maje.com/en/p/short-knit-dress/MFPRO03822_O001.html,dress,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw53d98ded/images/packshot/Maje_MFPRO03822-O001_F_P.jpg?sw=1520&sh=2000
Knit maxi dress,https://us.maje.com/en/p/knit-maxi-dress/MFPRO03741_2517.html,dress,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw1a51df6f/images/packshot/Maje_MFPRO03741-2517_F_P.jpg?sw=1520&sh=2000
Short pleated dress,https://us.maje.com/en/p/short-pleated-dress-/MFPRO03752_0103.html,dress,Navy,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwa3112852/images/packshot/Maje_MFPRO03752-0103_F_P.jpg?sw=1520&sh=2000
Open-back maxi dress,https://us.maje.com/en/p/open-back-maxi-dress/MFPRO03775_2517.html,dress,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwdef9440f/images/packshot/Maje_MFPRO03775-2517_F_P.jpg?sw=1520&sh=2000
Pleated maxi dress with lace,https://us.maje.com/en/p/pleated-maxi-dress-with-lace/MFPRO03759_9901.html,dress,Navy,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw39e842b0/images/packshot/Maje_MFPRO03759-9901_F_P.jpg?sw=1520&sh=2000
Pleated maxi dress,https://us.maje.com/en/p/pleated-maxi-dress/MFPRO03748_0103.html,dress,Navy,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwf7e68361/images/packshot/Maje_MFPRO03748-0103_F_P.jpg?sw=1520&sh=2000
Pleated short-sleeved top,https://us.maje.com/en/p/pleated-short-sleeved-top/MFPTO01076_0103.html,top,Navy,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw95bc6ce8/images/packshot/Maje_MFPTO01076-0103_F_P.jpg?sw=1520&sh=2000
Tiered maxi dress,https://us.maje.com/en/p/tiered-maxi-dress/MFPRO03779_0020.html,dress,Khaki,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw18e7fb04/images/packshot/Maje_MFPRO03779-0020_F_P.jpg?sw=1520&sh=2000
Sequinned tweed jacket,https://us.maje.com/en/p/sequinned-tweed-jacket/MFPVE00625_2517.html,jacket,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwe0ceb92a/images/packshot/Maje_MFPVE00625-2517_F_P.jpg?sw=1520&sh=2000
Sequinned tweed trousers,https://us.maje.com/en/p/sequinned-tweed-trousers/MFPPA00656_2517.html,trousers,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwa83bfab9/images/packshot/Maje_MFPPA00656-2517_F_P.jpg?sw=1520&sh=2000
Tweed 2-in-1 short dress,https://us.maje.com/en/p/tweed-2-in-1-short-dress/MFPRO03762_2517.html,dress,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw0c808288/images/packshot/Maje_MFPRO03762-2517_F_P.jpg?sw=1520&sh=2000
2-in-1 tweed dress,https://us.maje.com/en/p/2-in-1-tweed-dress/MFPRO03917_O001.html,dress,Grey,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw0cca38b5/images/packshot/Maje_MFPRO03917-O001_F_P.jpg?sw=1520&sh=2000
Sleeveless tweed dress,https://us.maje.com/en/p/sleeveless-tweed-dress/MFPRO04004_0183.html,dress,Pink,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw13eea35e/images/packshot/Maje_MFPRO04004-0183_F_P.jpg?sw=1520&sh=2000
Tweed shorts,https://us.maje.com/en/p/tweed-shorts/MFPSH00591_2517.html,shorts,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw05d978c7/images/packshot/Maje_MFPSH00591-2517_F_P.jpg?sw=1520&sh=2000
Tweed illusion shorts,https://us.maje.com/en/p/tweed-illusion-shorts/MFPSH00595_D038.html,shorts,Blue,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw93e0d176/images/packshot/Maje_MFPSH00595-D038_F_P.jpg?sw=1520&sh=2000
Tweed skort,https://us.maje.com/en/p/tweed-skort/MFPSH00592_G005.html,skort,Brown,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw33b859f4/images/packshot/Maje_MFPSH00592-G005_F_P.jpg?sw=1520&sh=2000
Tweed skirt,https://us.maje.com/en/p/tweed-skirt/MFPJU01320_0183.html,skirt,Pink,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwa6ae8406/images/packshot/Maje_MFPJU01320-0183_F_P.jpg?sw=1520&sh=2000
Sequinned tweed jacket,https://us.maje.com/en/p/sequinned-tweed-jacket/MFPVE00609_D038.html,jacket,Blue,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw00ff2fb3/images/packshot/Maje_MFPVE00609-D038_F_P.jpg?sw=1520&sh=2000
Tweed dress,https://us.maje.com/en/p/tweed-dress/MFPRO03724_0505.html,dress,Grey,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw8fb7d233/images/packshot/Maje_MFPRO03724-0505_F_P.jpg?sw=1520&sh=2000
2-in-1 tweed dress,https://us.maje.com/en/p/2-in-1-tweed-dress/MFPRO03947_0201.html,dress,Blue,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw4349b237/images/packshot/Maje_MFPRO03947-0201_F_P.jpg?sw=1520&sh=2000
Tweed jacket,https://us.maje.com/en/p/tweed-jacket/MFPVE00596_0183.html,jacket,Pink,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw5bc72ff8/images/packshot/Maje_MFPVE00596-0183_F_P.jpg?sw=1520&sh=2000
Short tweed dress,https://us.maje.com/en/p/short-tweed-dress/MFPRO03786_G005.html,dress,Brown,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwb89cfc7d/images/packshot/Maje_MFPRO03786-G005_F_P.jpg?sw=1520&sh=2000
Tweed trousers,https://us.maje.com/en/p/tweed-trousers/MFPPA00679_G005.html,trousers,Brown,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw2b1f9f7f/images/packshot/Maje_MFPPA00679-G005_F_P.jpg?sw=1520&sh=2000
Short tweed jacket,https://us.maje.com/en/p/short-tweed-jacket/MFPBL00731_0505.html,jacket,Grey,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw4bb8db9a/images/packshot/Maje_MFPBL00731-0505_F_P.jpg?sw=1520&sh=2000
Short sequin dress,https://us.maje.com/en/p/short-sequin-dress/MFPRO03882_0103.html,dress,Navy,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwb89d3efb/images/packshot/Maje_MFPRO03882-0103_F_P.jpg?sw=1520&sh=2000
Tweed babydoll dress,https://us.maje.com/en/p/tweed-babydoll-dress/MFPRO03770_0183.html,dress,Pink,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw5c4245c2/images/packshot/Maje_MFPRO03770-0183_F_P.jpg?sw=1520&sh=2000
Wide-leg tweed trousers,https://us.maje.com/en/p/wide-leg-tweed-trousers/MFPPA00661_0201.html,trousers,Blue,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwd0672632/images/packshot/Maje_MFPPA00661-0201_F_P.jpg?sw=1520&sh=2000
Tweed jacket,https://us.maje.com/en/p/tweed-jacket/MFPVE00606_0201.html,jacket,Blue,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwc5e999a3/images/packshot/Maje_MFPVE00606-0201_F_P.jpg?sw=1520&sh=2000
Tweed trousers,https://us.maje.com/en/p/tweed-trousers/MFPPA00647_0505.html,trousers,Grey,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw63705250/images/packshot/Maje_MFPPA00647-0505_F_P.jpg?sw=1520&sh=2000
Short pleated tweed skirt,https://us.maje.com/en/p/short-pleated-tweed-skirt/MFPJU01327_0101.html,skirt,Ecru,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw56be62b3/images/packshot/Maje_MFPJU01327-0101_F_P.jpg?sw=1520&sh=2000
Short tweed dress,https://us.maje.com/en/p/short-tweed-dress/MFPRO03802_0101.html,dress,Ecru,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw95c84fd9/images/packshot/Maje_MFPRO03802-0101_F_P.jpg?sw=1520&sh=2000
Short tweed jacket,https://us.maje.com/en/p/short-tweed-jacket/MFPVE00623_2517.html,jacket,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwc0b1ab0b/images/packshot/Maje_MFPVE00623-2517_F_P.jpg?sw=1520&sh=2000
Tweed jacket,https://us.maje.com/en/p/tweed-jacket/MFPVE00600_0101.html,jacket,Ecru,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw08c7e218/images/packshot/Maje_MFPVE00600-0101_F_P.jpg?sw=1520&sh=2000
Short rhinestone dress,https://us.maje.com/en/p/short-rhinestone-dress/MFPRO03904_2517.html,dress,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwe152739f/images/packshot/Maje_MFPRO03904-2517_F_P.jpg?sw=1520&sh=2000
Tweed trouser suit,https://us.maje.com/en/p/tweed-trouser-suit/MFPCO00342_2517.html,suit,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw55369f38/images/packshot/Maje_MFPCO00342-2517_F_P.jpg?sw=1520&sh=2000
Satin jacket,https://us.maje.com/en/p/satin-jacket/MFPBL00732_2517.html,jacket,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwd373e7f2/images/packshot/Maje_MFPBL00732-2517_F_P.jpg?sw=1520&sh=2000
Short ruffled dress,https://us.maje.com/en/p/short-ruffled-dress/MFPRO03885_0103.html,dress,Navy,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw6ce795d7/images/packshot/Maje_MFPRO03885-0103_F_P.jpg?sw=1520&sh=2000
Short smocked dress,https://us.maje.com/en/p/short-smocked-dress/MFPRO03887_2517.html,dress,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwc3e862a9/images/packshot/Maje_MFPRO03887-2517_F_P.jpg?sw=1520&sh=2000
Satin pinafore dress,https://us.maje.com/en/p/satin-pinafore-dress/MFPRO03736_2517.html,dress,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw90abdff0/images/packshot/Maje_MFPRO03736-2517_F_P.jpg?sw=1520&sh=2000
Strappy top,https://us.maje.com/en/p/strappy-top-/MFPTO01025_10.html,top,White,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw90d860f2/images/packshot/Maje_MFPTO01025-10_F_P.jpg?sw=1520&sh=2000
Striped trousers,https://us.maje.com/en/p/striped-trousers/MFPPA00678_0103.html,trousers,Navy,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw9eb2942e/images/packshot/Maje_MFPPA00678-0103_F_P.jpg?sw=1520&sh=2000
Wool and cashmere mittens,https://us.maje.com/en/p/wool-and-cashmere-mittens/MFABO00391_0101.html,mittens,Camel,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwca62dfb4/images/packshot/Maje_MFABO00391-0101_F_P.jpg?sw=1520&sh=2000
Striped zip-up sweatshirt,https://us.maje.com/en/p/striped-zip-up-sweatshirt/MFPSW00185_0103.html,sweatshirt,Navy,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw4f88b181/images/packshot/Maje_MFPSW00185-0103_F_P.jpg?sw=1520&sh=2000
Cargo trousers,https://us.maje.com/en/p/cargo-trousers/MFPPA00651_0103.html,trousers,Navy,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwe9faa1bf/images/packshot/Maje_MFPPA00651-0103_F_P.jpg?sw=1520&sh=2000
Wool and cashmere mittens,https://us.maje.com/en/p/wool-and-cashmere-mittens/MFABO00391_0067.html,mittens,Camel,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw873f64e2/images/packshot/Maje_MFABO00391-0067_F_P.jpg?sw=1520&sh=2000
Short satin skirt,https://us.maje.com/en/p/short-satin-skirt/MFPJU01295_2517.html,skirt,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw95a8e4c7/images/packshot/Maje_MFPJU01295-2517_F_P.jpg?sw=1520&sh=2000
Wide-leg cotton trousers,https://us.maje.com/en/p/wide-leg-cotton-trousers/MFPPA00643_G017.html,trousers,Beige,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwaaede1cf/images/packshot/Maje_MFPPA00643-G017_F_P.jpg?sw=1520&sh=2000
Velvet knit cardigan,https://us.maje.com/en/p/velvet-knit-cardigan/MFPCA00527_2523.html,cardigan,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwcd3098b0/images/packshot/Maje_MFPCA00527-2523_F_P.jpg?sw=1520&sh=2000
Belted long shirt,https://us.maje.com/en/p/belted-long-shirt-/MFPCM00589_0103.html,shirt,Navy,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwc6c8e540/images/packshot/Maje_MFPCM00589-0103_F_P.jpg?sw=1520&sh=2000
Silk tank top,https://us.maje.com/en/p/silk-tank-top-/MFPTO01035_10.html,top,White,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwf5b2671d/images/packshot/Maje_MFPTO01035-10_F_P.jpg?sw=1520&sh=2000
Silk tank top,https://us.maje.com/en/p/silk-tank-top-/MFPTO01035_2517.html,top,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw7e1b7fd4/images/packshot/Maje_MFPTO01035-2517_F_P.jpg?sw=1520&sh=2000
Cotton T-shirt,https://us.maje.com/en/p/cotton-t-shirt/MFPTS00875_10.html,t-shirt,White,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw3aabc894/images/packshot/Maje_MFPTS00875-10_H_P.jpg?sw=1520&sh=2000
Diamond pattern knitted cardigan,https://us.maje.com/en/p/diamond-pattern-knitted-cardigan/MFPCA00514_0101.html,cardigan,Ecru,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw20308403/images/packshot/Maje_MFPCA00514-0101_H_P.jpg?sw=1520&sh=2000
Trompe-l’œil shorts in crêpe fabric,https://us.maje.com/en/p/trompe-l%E2%80%99-il-shorts-in-crepe-fabric/MFPSH00319_2517.html,shorts,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwbe314200/images/packshot/Maje_MFPSH00319-2517_H_P.jpg?sw=1520&sh=2000
Wide belted trousers,https://us.maje.com/en/p/wide-belted-trousers/MFPPA00290_2517.html,trousers,Black,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw12711947/images/packshot/Maje_MFPPA00290-2517_H_P.jpg?sw=1520&sh=2000
Double-faced faux fur coat,https://us.maje.com/en/p/double-faced-faux-fur-coat/MFPOU00849_0103.html,coat,Navy,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw1da6ec22/images/packshot/Maje_MFPOU00849-0103_H_P.jpg?sw=1520&sh=2000
Short two-tone coat,https://us.maje.com/en/p/short-two-tone-coat/MFPOU01103_0505.html,coat,Grey,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dw7a6e2277/images/packshot/Maje_MFPOU01103-0505_H_P.jpg?sw=1520&sh=2000
Short two-tone coat,https://us.maje.com/en/p/short-two-tone-coat/MFPOU01103_0067.html,coat,Camel,https://us.maje.com/dw/image/v2/AAON_PRD/on/demandware.static/-/Sites-maje-master-catalog/default/dwc56541d6/images/packshot/Maje_MFPOU01103-0067_H_P.jpg?sw=1520&sh=2000
